,latlon,zip_code
300477,"40.610588,-74.01274",11228
301263,"40.786175,-73.9457",10029
302050,"40.69297,-73.78024",11433
302838,"40.668415,-73.91042",11212
303627,"40.68135,-73.88117",11208
304417,"40.67251,-73.873726",11208
305208,"40.641533,-74.01045",11220
306000,"40.617294,-74.08048",10304
306793,"40.705837,-73.902466",11385
307587,"40.743664,-73.856064",11368
308382,"40.72877,-74.007095",10014
309178,"40.79166,-73.96469",10029
309975,"40.833282,-73.82836",10465
310773,"40.7201,-73.79038",11432
311572,"40.854874,-73.916794",10453
312372,"40.65263,-74.00618",11232
313173,"40.70725,-73.958466",11211
313975,"40.60297,-74.12249",10314
314778,"40.601295,-73.95495",11229
315582,"40.61269,-73.982666",11204
316387,"40.681126,-73.96446",11238
317193,"40.862755,-73.901085",10468
318000,"40.675205,-73.950005",11216
318808,"40.810917,-73.902725",10455
319617,"40.74308,-73.86607",11368
320427,"40.765354,-73.81733",11354
321238,"40.71552,-74.00925",10007
322050,"40.71991,-73.809044",11432
322863,"40.79931,-73.943245",10029
323677,"40.741074,-73.7258",11426
324492,"40.670124,-73.95528",11216
325308,"40.69706,-73.91933",11237
326125,"40.75927,-73.980896",10036
326943,"40.817593,-73.95319",10031
327762,"40.862747,-73.90494",10468
328582,"40.862717,-73.9023",10468
329403,"40.716988,-73.90183",11378
330225,"40.840225,-73.91769",10452
331048,"40.727875,-74.00543",10014
331872,"40.597404,-74.16237",10314
332697,"40.749897,-73.93782",11101
333523,"40.666294,-73.89445",11207
334350,"40.697556,-73.91181",11237
335178,"40.704304,-73.92981",11237
336007,"40.730137,-73.862366",11374
336837,"40.714947,-74.00969",10007
337668,"40.74877,-73.893616",11372
338500,"40.72293,-73.847336",11375
339333,"40.768257,-73.93203",11106
340167,"40.629658,-74.14061",10302
341002,"40.652855,-73.945915",11203
341838,"40.694546,-73.92724",11221
342675,"40.64509,-74.08381",10301
343513,"40.672558,-73.99883",11231
344352,"40.670662,-73.94765",11213
345192,"40.867012,-73.92312",10034
346033,"40.8047,-73.91243",10454
346875,"40.77224,-73.92744",11102
347718,"40.586258,-73.94893",11235
348562,"40.841045,-73.8531",10462
349407,"40.629738,-74.140495",10302
350253,"40.550148,-74.18758",10312
351100,"40.6752,-73.86288",11208
351948,"40.861744,-73.911804",10468
352797,"40.853462,-73.88939",10458
353647,"40.781647,-73.8367",11354
354498,"40.82499,-73.91662",10451
355350,"40.64844,-73.88242",11239
356203,"40.663017,-73.94003",11203
357057,"40.66636,-73.92445",11212
357912,"40.617905,-73.960976",11230
358768,"40.816025,-73.93947",10037
359625,"40.70509,-74.016464",10004
360483,"40.806705,-73.952866",10026
361342,"40.8739,-73.85552",10469
362202,"40.602535,-73.99321",11214
363063,"40.684956,-73.87457",11208
363925,"40.603405,-74.08328",10305
364788,"40.77345,-73.91398",11105
365652,"40.635773,-74.13496",10302
366517,"40.65463,-74.00042",11232
367383,"40.57241,-74.09564",10306
368250,"40.858112,-73.93299",10040
369118,"40.67066,-73.957985",11238
369987,"40.58945,-73.960526",11235
370857,"40.86235,-73.89997",10468
371728,"40.58196,-73.959946",11235
372600,"40.635494,-74.00957",11220
373473,"40.762287,-73.97027",10022
374347,"40.88271,-73.881256",10467
375222,"40.759567,-73.83015",11354
376098,"40.75582,-73.970764",10022
376975,"40.739666,-73.79215",11365
377853,"40.62715,-74.16544",10303
378732,"40.714066,-73.95163",11211
379612,"40.65605,-73.92361",11203
380493,"40.731136,-74.00295",10014
381375,"40.66585,-73.88392",11207
382258,"40.84954,-73.93641",10033
383142,"40.710197,-73.95843",11211
384027,"40.706917,-73.93972",11206
384913,"40.628117,-73.956856",11230
385800,"40.757233,-73.9898",10036
386688,"40.84631,-73.91947",10453
387577,"40.75253,-73.94384",11101
388467,"40.753937,-73.85845",11368
389358,"40.699654,-73.74227",11411
390250,"40.613056,-73.95816",11230
391143,"40.84506,-73.916855",10452
392037,"40.752403,-73.92442",11101
392932,"40.614563,-73.994804",11204
393828,"40.78334,-73.91143",11105
394725,"40.61843,-74.15525",10314
395623,"40.7636,-73.77098",11361
396522,"40.66395,-73.920975",11212
397422,"40.834553,-73.82224",10465
398323,"40.753326,-73.78054",11361
399225,"40.708046,-73.79543",11432
400128,"40.607185,-74.16239",10314
401032,"40.607754,-74.13205",10314
401937,"40.877796,-73.86806",10467
402843,"40.820095,-73.955086",10031
404656,"40.701366,-73.79188",11433
405564,"40.840874,-73.91979",10452
406473,"40.68587,-73.76349",11434
407383,"40.678932,-73.96197",11238
408294,"40.589737,-74.16416",10314
409206,"40.829002,-73.91557",10456
410119,"40.752285,-73.94408",11101
411033,"40.63527,-74.16623",10303
411948,"40.70337,-73.93765",11206
412864,"40.810764,-73.9526",10027
413781,"40.673477,-73.791504",11436
414699,"40.640583,-73.95573",11226
415618,"40.763485,-73.98895",10019
416538,"40.694138,-73.92649",11221
417459,"40.66095,-73.92906",11203
418381,"40.832645,-73.85122",10462
419304,"40.63199,-74.13795",10302
420228,"40.586006,-74.16839",10314
421153,"40.798252,-73.95249",10029
422079,"40.664948,-73.94262",11225
423006,"40.73578,-73.746544",11364
423934,"40.60809,-74.14093",10314
424863,"40.6496,-73.88371",11239
425793,"40.873695,-73.824394",10475
426724,"40.770306,-73.91901",11102
427656,"40.62506,-74.13582",10302
428589,"40.85132,-73.90842",10453
429523,"40.691868,-73.863846",11421
430458,"40.712723,-74.009674",10007
431394,"40.68871,-73.95499",11205
432331,"40.904804,-73.84578",10470
433269,"40.72552,-73.89398",11378
434208,"40.897068,-73.843376",10466
435148,"40.883575,-73.86281",10467
436089,"40.720318,-74.012184",10013
437031,"40.67989,-73.94034",11216
437974,"40.825996,-73.92483",10451
438918,"40.62615,-74.15741",10303
439863,"40.609806,-74.16041",10314
440809,"40.69267,-73.82616",11419
441756,"40.65768,-73.925415",11203
442704,"40.65993,-73.891655",11207
443653,"40.76524,-73.95788",10065
444603,"40.811565,-73.942726",10037
445554,"40.700245,-73.92089",11237
446506,"40.885693,-73.86165",10467
447459,"40.85664,-73.86663",10462
448413,"40.777874,-73.95175",10028
449368,"40.67828,-73.958855",11238
450324,"40.8617,-73.89139",10458
451281,"40.696865,-73.83717",11418
452239,"40.637154,-74.1602",10303
453198,"40.7923,-73.95046",10029
454158,"40.665493,-73.88475",11207
455119,"40.675323,-73.86332",11208
456081,"40.70778,-73.79341",11432
457044,"40.825573,-73.918465",10451
458008,"40.705215,-73.92069",11237
458973,"40.596745,-73.985275",11214
459939,"40.904503,-73.896416",10471
460906,"40.795925,-73.972725",10025
461874,"40.840645,-73.84205",10461
462843,"40.69854,-73.94116",11206
463813,"40.831333,-73.92167",10452
464784,"40.681004,-73.99435",11231
465756,"40.844715,-73.91228",10452
466729,"40.644142,-73.957924",11226
467703,"40.780605,-73.91222",11105
468678,"40.750294,-73.99485",10001
469654,"40.87977,-73.879944",10467
470631,"40.764362,-73.96162",10065
471609,"40.82681,-73.889984",10459
472588,"40.604282,-73.97305",11223
473568,"40.734093,-74.0085",10014
474549,"40.656216,-73.882515",11207
475531,"40.815113,-73.95501",10027
476514,"40.683544,-73.84855",11416
477498,"40.69193,-73.91031",11207
478483,"40.613007,-74.15877",10314
479469,"40.870842,-73.88115",10458
480456,"40.592678,-74.16168",10314
481444,"40.76838,-73.92125",11102
482433,"40.88152,-73.82981",10475
483423,"40.606762,-74.16583",10314
484414,"40.63491,-74.01017",11220
485406,"40.7594,-73.77293",11361
486399,"40.645752,-73.981064",11218
487393,"40.707394,-73.92418",11237
488388,"40.617794,-73.96",11230
489384,"40.744717,-73.86786",11373
490381,"40.725876,-73.97754",10009
491379,"40.631687,-73.975174",11218
492378,"40.75199,-73.931274",11101
493378,"40.686302,-73.793915",11435
494379,"40.844875,-73.8678",10462
495381,"40.823936,-73.89488",10459
496384,"40.5457,-74.146736",10308
497388,"40.68671,-73.979065",11217
498393,"40.66065,-73.953545",11225
499399,"40.68817,-73.98399",11217
500406,"40.72878,-73.98446",10003
501414,"40.8059,-73.92523",10454
502423,"40.76922,-73.98478",10019
503433,"40.71906,-73.812126",11367
504444,"40.77364,-73.95986",10075
505456,"40.66796,-73.87009",11208
506469,"40.852066,-73.868614",10462
507483,"40.76536,-73.82787",11354
508498,"40.652927,-73.959335",11226
509514,"40.722572,-73.851364",11375
510531,"40.755745,-73.83076",11355
511549,"40.626274,-73.97087",11230
512568,"40.743156,-73.97213",10016
513588,"40.67452,-73.80321",11420
514609,"40.69215,-73.86216",11421
515631,"40.696335,-73.930504",11221
516654,"40.821636,-73.93909",10039
517678,"40.714897,-73.9919",10002
518703,"40.848625,-73.93425",10033
519729,"40.755833,-73.92816",11106
520756,"40.79458,-73.97371",10025
521784,"40.657524,-73.73291",11422
522813,"40.813175,-73.89845",10455
523843,"40.83302,-73.862724",10462
524874,"40.8763,-73.8759",10467
525906,"40.66425,-73.852806",11414
526939,"40.684116,-73.83273",11419
527973,"40.76104,-73.97538",10019
529008,"40.760166,-73.83262",11354
530044,"40.847324,-73.90375",10457
531081,"40.773037,-73.79566",11358
532119,"40.692234,-73.987305",11201
533158,"40.76027,-73.80401",11358
534198,"40.643356,-74.00139",11220
535239,"40.743263,-73.91964",11104
536281,"40.639706,-74.13909",10302
537324,"40.74128,-73.90257",11377
538368,"40.772743,-73.89419",11370
539413,"40.804832,-73.96623",10025
540459,"40.60071,-73.75376",11691
541506,"40.599503,-73.754074",11691
542554,"40.762287,-73.972374",10022
543603,"40.738167,-73.98364",10010
544653,"40.753937,-73.8603",11368
545704,"40.697903,-73.9468",11206
546756,"40.77052,-73.91978",11102
547809,"40.668797,-73.93113",11213
548863,"40.8746,-73.9097",10463
549918,"40.707935,-73.78557",11432
550974,"40.702435,-73.99327",11201
552031,"40.654648,-73.973274",11218
553089,"40.61042,-73.98212",11204
554148,"40.754192,-73.9328",11101
555208,"40.83863,-73.84938",10462
556269,"40.636574,-74.019196",11220
557331,"40.74848,-73.861",11368
558394,"40.70918,-73.81916",11435
559458,"40.73305,-74.00642",10014
560523,"40.6862,-73.950745",11216
561589,"40.675285,-73.81177",11420
562656,"40.664333,-73.89684",11207
563724,"40.624092,-73.981575",11204
564793,"40.665085,-73.92869",11213
565863,"40.848118,-73.93089",10033
566934,"40.59581,-73.94204",11229
568006,"40.650387,-73.95872",11226
569079,"40.65626,-73.950165",11225
570153,"40.643166,-73.9905",11219
571228,"40.87229,-73.91269",10034
572304,"40.707714,-73.802795",11432
573381,"40.609005,-73.97304",11204
574459,"40.868805,-73.89055",10458
575538,"40.678978,-73.98501",11217
576618,"40.61977,-73.966194",11230
577699,"40.631527,-73.948044",11210
578781,"40.6642,-73.897766",11207
579864,"40.761658,-73.986565",10019
580948,"40.68693,-73.95089",11216
582033,"40.63659,-73.994736",11219
583119,"40.86709,-73.88575",10458
584206,"40.750885,-73.81942",11355
585294,"40.68327,-73.95016",11216
586383,"40.66255,-73.90893",11212
587473,"40.641464,-73.99976",11220
588564,"40.706142,-74.00603",10005
589656,"40.610844,-73.991776",11214
590749,"40.82403,-73.94476",10030
591843,"40.598766,-74.00075",11214
592938,"40.737907,-73.877174",11373
594034,"40.626877,-74.16386",10303
595131,"40.76079,-73.83075",11354
596229,"40.69196,-73.86332",11421
597328,"40.798626,-73.93953",10035
598428,"40.75484,-73.98412",10036
599529,"40.76577,-73.919",11103
600631,"40.639435,-74.00546",11220
601734,"40.67135,-73.96134",11225
602838,"40.601406,-74.131256",10314
603943,"40.689236,-73.84503",11416
605049,"40.74972,-73.89858",11377
606156,"40.88564,-73.905975",10463
607264,"40.702274,-73.81154",11435
608373,"40.81782,-73.915276",10455
609483,"40.70547,-73.95024",11206
610594,"40.696484,-73.81275",11435
611706,"40.75144,-73.97397",10017
612819,"40.766895,-73.921394",11102
613933,"40.76268,-73.77052",11361
615048,"40.75533,-73.99119",10018
616164,"40.73329,-73.98719",10003
617281,"40.66618,-73.88316",11207
618399,"40.601578,-73.99783",11214
619518,"40.76023,-73.961525",10022
620638,"40.767815,-73.98951",10019
621759,"40.708603,-73.83067",11415
622881,"40.629868,-73.94455",11210
624004,"40.69627,-73.90956",11237
625128,"40.689236,-73.82852",11419
626253,"40.75092,-73.86224",11368
627379,"40.753166,-73.82194",11355
628506,"40.808292,-73.94883",10027
629634,"40.772526,-73.7339",11020
630763,"40.556473,-74.15263",10308
631893,"40.758633,-73.96579",10022
633024,"40.85162,-73.82653",10465
634156,"40.732323,-73.810776",11365
635289,"40.57257,-74.169876",10314
636423,"40.669777,-73.9583",11225
637558,"40.767757,-73.99327",10019
638694,"40.78848,-73.95114",10029
639831,"40.76484,-73.98054",10019
640969,"40.734135,-73.9992",10014
642108,"40.77526,-73.81758",11354
643248,"40.847996,-73.9347",10033
644389,"40.792812,-73.937744",10029
645531,"40.688847,-73.92119",11221
646674,"40.701656,-73.96062",11249
647818,"40.689274,-73.92399",11221
648963,"40.58339,-74.08979",10305
650109,"40.638454,-73.99931",11219
651256,"40.79676,-73.9451",10029
652404,"40.65881,-73.98172",11215
653553,"40.794468,-73.93964",10029
654703,"40.639156,-73.99443",11219
655854,"40.633865,-73.919815",11234
657006,"40.73093,-73.864586",11374
658159,"40.638065,-73.97735",11218
659313,"40.67277,-73.9628",11238
660468,"40.625824,-73.92762",11234
661624,"40.827824,-73.94201",10031
662781,"40.76769,-73.93619",11106
663939,"40.68049,-73.774704",11434
665098,"40.6247,-74.15955",10303
666258,"40.688564,-73.93019",11221
667419,"40.707306,-73.75122",11412
668581,"40.742676,-73.839516",11367
669744,"40.82062,-73.91169",10451
670908,"40.739162,-73.78556",11365
672073,"40.660072,-73.93974",11203
673239,"40.826492,-73.907745",10456
674406,"40.596096,-73.76976",11691
675574,"40.70166,-73.961464",11249
676743,"40.744312,-73.78128",11365
677913,"40.865833,-73.896",10468
679084,"40.695004,-73.9525",11206
680256,"40.77593,-73.94713",10028
681429,"40.61462,-73.968666",11230
682603,"40.748985,-73.979965",10016
683778,"40.77686,-73.82168",11354
684954,"40.762226,-73.96819",10022
686131,"40.702408,-74.01283",10004
687309,"40.737484,-73.74789",11364
688488,"40.692158,-73.98529",11201
689668,"40.69343,-73.96591",11205
690849,"40.682037,-73.87788",11208
692031,"40.81813,-73.89101",10474
693214,"40.72245,-73.84626",11375
694398,"40.675537,-73.871",11208
695583,"40.756527,-73.994026",10018
696769,"40.710094,-73.9898",10002
697956,"40.81269,-73.95313",10027
699144,"40.66223,-73.93997",11203
700333,"40.650948,-74.00793",11232
701523,"40.823257,-73.94293",10030
702714,"40.785374,-73.840294",11356
703906,"40.631157,-74.14692",10303
705099,"40.573708,-73.99072",11224
706293,"40.759678,-73.83236",11354
707488,"40.682537,-73.95002",11216
708684,"40.71523,-74.01334",10282
709881,"40.683228,-73.907135",11207
711079,"40.628803,-73.97404",11230
712278,"40.824707,-73.91552",10451
713478,"40.74666,-73.990074",10001
714679,"40.687077,-73.92355",11221
715881,"40.787224,-73.95417",10128
717084,"40.703556,-73.78805",11433
718288,"40.850506,-73.93287",10033
719493,"40.879578,-73.879",10467
720699,"40.682655,-73.910034",11207
721906,"40.606686,-73.75015",11691
723114,"40.751453,-73.83228",11355
724323,"40.607807,-74.13092",10314
725533,"40.768166,-73.82422",11354
726744,"40.821445,-73.950386",10031
727956,"40.697716,-73.967735",11205
729169,"40.738697,-73.85898",11368
730383,"40.763428,-73.99271",10036
731598,"40.73177,-73.866714",11374
732814,"40.684143,-73.999405",11231
734031,"40.75529,-73.90847",11377
735249,"40.707977,-74.00801",10038
736468,"40.83349,-73.94158",10032
737688,"40.703434,-73.96035",11249
738909,"40.57545,-73.99539",11224
740131,"40.686726,-73.99047",11201
741354,"40.88781,-73.8313",10466
742578,"40.69096,-73.7898",11433
743803,"40.657314,-73.88864",11207
745029,"40.745686,-73.97213",10016
746256,"40.699295,-73.9543",11205
747484,"40.576042,-73.99008",11224
748713,"40.84889,-73.867455",10462
749943,"40.588936,-73.94554",11235
751174,"40.617287,-73.97786",11204
752406,"40.874702,-73.85803",10469
753639,"40.687546,-73.8208",11419
754873,"40.75645,-73.97032",10022
756108,"40.626568,-73.970924",11230
757344,"40.761032,-73.95067",10044
758581,"40.639256,-73.968796",11218
759819,"40.867474,-73.89741",10468
761058,"40.635475,-73.89156",11236
762298,"40.781025,-73.981316",10023
763539,"40.728092,-73.814445",11367
764781,"40.692547,-73.90736",11237
766024,"40.70722,-74.00747",10005
767268,"40.82038,-73.926956",10451
768513,"40.6846,-73.97018",11238
769759,"40.87683,-73.86472",10467
771006,"40.77396,-73.91777",11102
772254,"40.88851,-73.86009",10466
773503,"40.787792,-73.97123",10024
774753,"40.656258,-73.87813",11207
776004,"40.634674,-73.99607",11219
777256,"40.706867,-73.7908",11433
778509,"40.844486,-73.846245",10461
779763,"40.69112,-73.953575",11205
781018,"40.624294,-74.13724",10302
782274,"40.778862,-73.958176",10028
783531,"40.828075,-73.88543",10459
784789,"40.790894,-73.945175",10029
786048,"40.830257,-73.914856",10456
787308,"40.795975,-73.97497",10025
788569,"40.611774,-74.07069",10305
789831,"40.51188,-74.25115",10307
791094,"40.740383,-73.92875",11101
792358,"40.754013,-73.98808",10018
793623,"40.60756,-73.984406",11223
794889,"40.699844,-73.991035",11201
796156,"40.767838,-73.98137",10019
797424,"40.733612,-73.999565",10014
798693,"40.612724,-73.94418",11229
799963,"40.839386,-73.91533",10452
801234,"40.764896,-73.97256",10021
802506,"40.668682,-73.89987",11207
803779,"40.735302,-74.00994",10014
805053,"40.84932,-73.93374",10033
806328,"40.63095,-74.08819",10301
807604,"40.769848,-73.98432",10023
808881,"40.652462,-73.92285",11203
811436,"40.68175,-73.96748",11238
812715,"40.60753,-73.96482",11223
813995,"40.770054,-73.914406",11103
815276,"40.61796,-73.99138",11204
816558,"40.744167,-73.91248",11377
817841,"40.77509,-73.96821",10021
819125,"40.737885,-73.98091",10010
820410,"40.73535,-73.994194",10011
